engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.24581088995436856,0.2340070549315159,0.0,0.0,0.21453690749436705,0.21453690749436705
GTF,-22.14105124243269,-21.820847606540784,-16.87809614687272,-16.87809614687272,-21.42923642171806,-21.42923642171806
GTF2035,-15.573654565927237,-15.94156157954475,-24.057481224236284,-24.057481224236284,-16.6519179450351,-16.6519179450351
GTF2035 - 20,-16.00844827838961,-16.450406494144758,-25.953410578313395,-38.64567970374161,-17.27806801155188,-18.353460853492457
GTF2035 - 100,-17.65827596355984,-18.39097223452678,-33.321000221154485,-95.55391710781136,-19.67763872507104,-24.954948827450274
GTF2035WI,-93.82227348660598,-90.64591998786148,-30.62643888469744,-30.62643888469744,-85.56309746429204,-85.56309746429204
GTF2035WI - 20,-93.82665862783722,-90.7333717270498,-32.21404284753767,-43.833309929755785,-85.77778142045122,-86.7610319944101
GTF2035WI - 100,-93.97416712684307,-91.21289126534046,-39.07669437069796,-95.93764128837188,-86.7968801700502,-91.61487631330615
